Date,Open,High,Low,Close,Adj Close,Volume
2017-08-11,36700.000000,36700.000000,35760.000000,36000.000000,31320.582031,2303850
2017-08-14,36000.000000,36660.000000,36000.000000,36580.000000,31825.191406,1502700
2017-08-16,38180.000000,38180.000000,37420.000000,38020.000000,33078.011719,2784000
2017-08-17,38580.000000,38740.000000,38320.000000,38660.000000,33634.820313,1330400
2017-08-18,38560.000000,38760.000000,37940.000000,38740.000000,33704.433594,741250
2017-08-21,38760.000000,38820.000000,38320.000000,38440.000000,33443.421875,911800
2017-08-22,38620.000000,38780.000000,38440.000000,38600.000000,33582.625000,678600
2017-08-23,39180.000000,39180.000000,38920.000000,39140.000000,34052.425781,1046150
2017-08-24,39140.000000,39160.000000,38860.000000,38860.000000,33808.828125,1148450
2017-08-25,38860.000000,38880.000000,37700.000000,38040.000000,33095.414063,1697450
2017-08-28,38040.000000,38280.000000,37000.000000,37180.000000,32347.195313,1539800
2017-08-29,37180.000000,37760.000000,36680.000000,37760.000000,32851.812500,1542300
2017-08-30,37900.000000,38140.000000,37760.000000,38000.000000,33060.609375,599950
2017-08-31,38000.000000,38180.000000,37700.000000,37700.000000,32799.609375,1332350
2017-09-01,38140.000000,38200.000000,37720.000000,38100.000000,33147.613281,700550
2017-09-04,38100.000000,38100.000000,38100.000000,38100.000000,33147.613281,0
2017-09-05,37640.000000,37860.000000,37120.000000,37520.000000,32643.003906,1770250
2017-09-06,37300.000000,38120.000000,37300.000000,38080.000000,33130.207031,1902300
2017-09-07,38080.000000,38920.000000,38080.000000,38840.000000,33791.421875,1362100
2017-09-08,39140.000000,39720.000000,39120.000000,39600.000000,34452.632813,2127150
2017-09-11,40300.000000,40860.000000,40020.000000,40720.000000,35427.054688,2529350
2017-09-12,40760.000000,40940.000000,40140.000000,40800.000000,35496.664063,1599400
2017-09-13,40800.000000,40980.000000,40520.000000,40700.000000,35409.660156,2082150
2017-09-14,40800.000000,40940.000000,40300.000000,40700.000000,35409.660156,1729800
2017-09-15,40700.000000,40900.000000,40320.000000,40900.000000,35583.648438,1485900
2017-09-18,41080.000000,42300.000000,41000.000000,42300.000000,36801.683594,1326200
2017-09-19,42300.000000,42480.000000,41960.000000,42300.000000,36801.683594,1855300
2017-09-20,42320.000000,42560.000000,41840.000000,42500.000000,36975.691406,1393100
2017-09-21,42500.000000,42820.000000,42060.000000,42720.000000,37167.089844,2023100
2017-09-25,42400.000000,43040.000000,42000.000000,43040.000000,37445.492188,1369050
2017-09-26,43040.000000,43040.000000,43040.000000,43040.000000,37445.492188,0
2017-09-27,41580.000000,41860.000000,41280.000000,41300.000000,35931.664063,1805300
2017-09-28,41620.000000,42000.000000,41160.000000,41160.000000,35931.664063,1493150
2017-09-29,41160.000000,41500.000000,41080.000000,41240.000000,36001.507813,1590950
2017-10-10,42200.000000,42920.000000,42000.000000,42100.000000,36752.265625,3467750
2017-10-11,42640.000000,44160.000000,42380.000000,44160.000000,38550.601563,2350500
2017-10-12,44000.000000,44200.000000,43560.000000,43700.000000,38149.019531,1883700
2017-10-13,43700.000000,44000.000000,43160.000000,43600.000000,38061.726563,1738100
2017-10-16,43300.000000,43880.000000,43200.000000,43200.000000,37712.535156,1646850
2017-10-17,43480.000000,44180.000000,43420.000000,43800.000000,38236.316406,1289450
2017-10-18,44000.000000,44100.000000,43220.000000,43720.000000,38166.488281,1257450
2017-10-19,43620.000000,43680.000000,41900.000000,41980.000000,36647.503906,2904750
2017-10-20,42280.000000,42860.000000,42040.000000,42820.000000,37380.804688,1617500
2017-10-23,43260.000000,43600.000000,43060.000000,43060.000000,37590.316406,1050350
2017-10-24,43100.000000,43660.000000,43100.000000,43460.000000,37939.511719,915750
2017-10-25,43320.000000,43460.000000,42800.000000,42900.000000,37450.648438,1335750
2017-10-26,42860.000000,42960.000000,41340.000000,41340.000000,36088.800781,1786050
2017-10-27,41640.000000,42400.000000,41380.000000,42320.000000,36944.312500,1581800
2017-10-30,42760.000000,43120.000000,42520.000000,42700.000000,37276.046875,1619800
2017-10-31,42700.000000,44920.000000,42280.000000,44800.000000,39109.292969,3615200
2017-11-01,46720.000000,47180.000000,46020.000000,46700.000000,40767.949219,2947550
2017-11-02,46960.000000,47120.000000,46000.000000,46580.000000,40663.191406,4141900
2017-11-03,46580.000000,46680.000000,45700.000000,46000.000000,40156.867188,2588300
2017-11-06,46480.000000,46480.000000,45220.000000,45700.000000,39894.972656,3152350
2017-11-07,45760.000000,45980.000000,45400.000000,45640.000000,39842.597656,1042350
2017-11-08,45640.000000,46260.000000,45420.000000,45800.000000,39982.269531,1480050
2017-11-09,45800.000000,45980.000000,45280.000000,45620.000000,39825.132813,1939400
2017-11-10,45620.000000,45700.000000,45020.000000,45320.000000,39563.242188,1464200
2017-11-13,45480.000000,45680.000000,45060.000000,45140.000000,39406.109375,1245700
